trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
722,False,"{'a': 0.033, 'e': 0.0007318024188804728}",20,0,30.993529188323308,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
723,False,"{'a': 0.033, 'e': 0.0007245208631498506}",20,0,30.782829929287477,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
724,False,"{'a': 0.033, 'e': 0.0007173117601093135}",25,0,33.22800137795346,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
725,False,"{'a': 0.033, 'e': 0.000710174388842549}",20,0,32.68279338895262,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.033, 'e': 0.0007031080356064829}",30,0,41.6107855435531,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
727,False,"{'a': 0.033, 'e': 0.0006961119937599021}",25,0,38.936172502134774,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
728,False,"{'a': 0.033, 'e': 0.0006891855636927931}",25,3,37.68842905264643,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.033, 'e': 0.0006823280527563766}",20,8,25.79079224383239,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.033, 'e': 0.0006755387751938444}",25,14,20.300241331802788,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.033, 'e': 0.0006688170520717817}",20,2,25.228352810043425,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.033, 'e': 0.0006621622112122764}",30,19,19.74998783627747,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.033, 'e': 0.0006555735871256958}",20,0,26.67787674127175,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
734,False,"{'a': 0.033, 'e': 0.0006490505209441411}",30,0,43.58259162800978,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
735,False,"{'a': 0.033, 'e': 0.0006425923603555573}",20,12,18.58313277497562,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.033, 'e': 0.0006361984595385052}",25,4,22.8781828287304,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.033, 'e': 0.000629868179097574}",20,12,14.903389553119421,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.033, 'e': 0.0006236008859994445}",25,15,-21.95930400827133,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
739,False,"{'a': 0.033, 'e': 0.0006173959535095834}",30,15,24.734322314619686,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.033, 'e': 0.0006112527611295723}",20,8,25.724015887857007,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.033, 'e': 0.0006051706945350532}",20,0,34.37890126664485,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
742,False,"{'a': 0.033, 'e': 0.0005991491455142981}",25,11,18.52281860657277,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.033, 'e': 0.000593187511907387}",25,13,23.077376307611658,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.033, 'e': 0.0005872851975459907}",25,13,18.57098172796423,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.033, 'e': 0.0005814416121937556}",25,8,30.756966878764494,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.033, 'e': 0.0005756561714872761}",20,9,20.552089024522136,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.033, 'e': 0.0005699282968776604}",30,8,39.075305363402016,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.033, 'e': 0.0005642574155726738}",20,16,9.254161165045014,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.033, 'e': 0.0005586429604794611}",25,8,24.332513373698216,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.033, 'e': 0.0005530843701478336}",20,11,17.472248140018312,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.033, 'e': 0.0005475810887141261}",30,8,37.220564329260306,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.033, 'e': 0.0005421325658456086}",25,15,24.015435208544574,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.033, 'e': 0.0005367382566854548}",30,15,30.093035495008603,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.033, 'e': 0.0005313976217982529}",25,6,26.484107800118274,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.033, 'e': 0.0005261101271160638}",30,22,17.542302428935002,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.033, 'e': 0.0005208752438850122}",20,9,23.333431831296963,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.033, 'e': 0.0005156924486124138}",25,11,28.09866905160305,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.033, 'e': 0.0005105612230144218}",30,18,25.173652846203154,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.033, 'e': 0.0005054810539642003}",25,6,27.467662523064064,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.033, 'e': 0.0005004514334406104}",25,13,22.932610034399083,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.033, 'e': 0.0004954718584774093}",20,11,18.73443827475272,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.033, 'e': 0.0004905418311129505}",20,16,7.91455302285412,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.033, 'e': 0.0004856608583403892}",20,7,18.575410965593772,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.033, 'e': 0.0004808284520583803}",20,14,10.581067781260106,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.033, 'e': 0.00047604412902226933}",20,6,24.60262037403451,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.033, 'e': 0.00047130741079576537}",20,5,24.93725866450009,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.033, 'e': 0.0004666178237030984}",25,1,35.63680954783631,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.033, 'e': 0.0004619748987816513}",20,0,30.46545187339486,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
769,False,"{'a': 0.033, 'e': 0.0004573781717350623}",25,11,24.104107782676678,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.033, 'e': 0.00045282718288679695}",25,0,36.74641869965264,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
771,False,"{'a': 0.033, 'e': 0.00044832147713417755}",20,4,24.197110950009133,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.033, 'e': 0.000443860603902874}",25,5,36.65054397878012,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.033, 'e': 0.00043944411710184546}",20,13,12.947431864874765,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.033, 'e': 0.0004350715750787321}",25,12,25.923080832516618,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.033, 'e': 0.00043074254057568753}",20,0,31.844969264366608,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
776,False,"{'a': 0.033, 'e': 0.00042645658068565383}",25,7,28.983680963795766,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.033, 'e': 0.00042221326680906996}",25,0,16.81388673423848,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",1
778,False,"{'a': 0.033, 'e': 0.0004180121746110129}",20,0,25.647661865788777,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
779,False,"{'a': 0.033, 'e': 0.00041385288397876164}",20,0,31.31026471650462,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
780,False,"{'a': 0.033, 'e': 0.0004097349789797868}",25,0,35.4425724228582,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
781,False,"{'a': 0.033, 'e': 0.0004056580478201565}",25,11,24.34842281837613,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.033, 'e': 0.0004016216828033581}",20,10,20.772136302562334,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.033, 'e': 0.00039762548028952584}",20,14,10.3898591520158,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
784,False,"{'a': 0.033, 'e': 0.0003936690406550783}",20,12,14.367585298750367,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
785,False,"{'a': 0.033, 'e': 0.0003897519682527545}",20,8,22.16651970095025,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.033, 'e': 0.00038587387137205064}",25,8,31.45540186554875,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.033, 'e': 0.0003820343622000467}",25,20,7.8240661222840515,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.033, 'e': 0.00037823305678262576}",20,0,29.429082572383205,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
789,False,"{'a': 0.033, 'e': 0.000374469574986078}",30,18,19.321841813200926,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.033, 'e': 0.0003707435404590882}",20,0,28.41161515670509,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
791,False,"{'a': 0.033, 'e': 0.0003670545805950984}",20,0,31.066353660370563,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
792,False,"{'a': 0.033, 'e': 0.0003634023264950478}",20,7,23.96082886112397,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.033, 'e': 0.00035978641293048274}",25,8,22.45818950397323,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.033, 'e': 0.00035620647830703403}",20,14,9.693973916127204,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.033, 'e': 0.00035266216462825575}",25,14,20.900602000318713,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.033, 'e': 0.0003491531174598264}",20,3,27.404884587696664,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
797,False,"{'a': 0.033, 'e': 0.00034567898589410494}",30,10,38.37206189187494,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
798,False,"{'a': 0.033, 'e': 0.0003422394225150394}",25,13,17.77753804448951,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.033, 'e': 0.0003388340833634261}",25,11,16.687465862097334,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
800,False,"{'a': 0.033, 'e': 0.00033546262790251185}",30,6,35.64485490732728,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,False,"{'a': 0.033, 'e': 0.00033212471898394095}",20,0,24.43272520944128,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
802,False,"{'a': 0.033, 'e': 0.00032882002281403995}",20,0,23.419656207603893,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
803,False,"{'a': 0.033, 'e': 0.00032554820892043796}",35,12,31.396935150314135,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
804,False,"{'a': 0.033, 'e': 0.00032230895011901855}",25,12,24.500947053070448,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.033, 'e': 0.00031910192248120326}",25,19,8.351101413138476,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
806,False,"{'a': 0.033, 'e': 0.00031592680530155527}",20,0,35.76000930538055,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
807,False,"{'a': 0.033, 'e': 0.00031278328106571065}",25,14,22.707227160908666,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.033, 'e': 0.0003096710354186262}",25,20,7.257297891725728,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.033, 'e': 0.0003065897571331437}",20,4,27.595320657740693,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
810,False,"{'a': 0.033, 'e': 0.0003035391380788668}",20,0,30.787829645739667,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
811,False,"{'a': 0.033, 'e': 0.0003005188731913479}",35,0,50.21519956806001,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
812,False,"{'a': 0.033, 'e': 0.0002975286604415808}",20,10,17.39260235058405,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
813,False,"{'a': 0.033, 'e': 0.0002945682008057998}",30,0,46.20871323753175,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
814,False,"{'a': 0.033, 'e': 0.0002916371982355737}",20,5,21.28219863104767,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
815,False,"{'a': 0.033, 'e': 0.000288735359628203}",25,17,15.41356462696514,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
816,False,"{'a': 0.033, 'e': 0.0002858623947974087}",35,0,43.88911632039538,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
817,False,"{'a': 0.033, 'e': 0.0002830180164443136}",30,12,31.91614745689623,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
818,False,"{'a': 0.033, 'e': 0.000280201940128712}",20,6,22.40644985416204,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
819,False,"{'a': 0.033, 'e': 0.0002774138842406257}",20,0,29.171053081571266,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
820,False,"{'a': 0.033, 'e': 0.00027465356997214254}",20,14,14.371135944878379,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
821,False,"{'a': 0.033, 'e': 0.00027192072128953476}",30,5,37.89194289891189,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
822,False,"{'a': 0.033, 'e': 0.00026921506490565784}",20,10,17.638264329050635,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
823,False,"{'a': 0.033, 'e': 0.00026653633025261806}",20,0,31.47557885180374,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
824,False,"{'a': 0.033, 'e': 0.00026388424945471793}",20,7,16.438456612461366,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
825,False,"{'a': 0.033, 'e': 0.00026125855730166754}",20,9,19.01001978879129,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
826,False,"{'a': 0.033, 'e': 0.0002586589912220635}",25,10,29.360846672494954,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
827,False,"{'a': 0.033, 'e': 0.00025608529125713156}",25,0,10.929294876742377,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
828,False,"{'a': 0.033, 'e': 0.0002535372000347304}",25,0,39.57237796276193,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
829,False,"{'a': 0.033, 'e': 0.000251014462743614}",25,0,32.6714847421742,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
830,False,"{'a': 0.033, 'e': 0.00024851682710795185}",30,15,28.534437219465435,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
831,False,"{'a': 0.033, 'e': 0.00024604404336209853}",25,3,31.081345730770476,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,False,"{'a': 0.033, 'e': 0.0002435958642256188}",25,3,34.29701455380988,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
833,False,"{'a': 0.033, 'e': 0.00024117204487855885}",25,2,34.52519120625697,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,False,"{'a': 0.033, 'e': 0.00023877234293696414}",20,9,18.158701615642055,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
835,False,"{'a': 0.033, 'e': 0.00023639651842864072}",20,0,25.57266077174625,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
836,False,"{'a': 0.033, 'e': 0.00023404433376915794}",25,5,31.12768242603654,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
837,False,"{'a': 0.033, 'e': 0.00023171555373808925}",25,11,21.083574541519855,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
838,False,"{'a': 0.033, 'e': 0.00022940994545549173}",20,6,21.012773856227646,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'a': 0.033, 'e': 0.00022712727835861536}",35,9,42.575669323900684,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
840,False,"{'a': 0.033, 'e': 0.0002248673241788482}",20,0,26.51576519639351,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
841,False,"{'a': 0.033, 'e': 0.00022262985691888897}",25,12,21.799940826654165,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
842,False,"{'a': 0.033, 'e': 0.00022041465283014714}",25,18,10.784411353231091,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
843,False,"{'a': 0.033, 'e': 0.00021822149039036782}",25,7,32.705893165029174,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
844,False,"{'a': 0.033, 'e': 0.0002160501502814794}",25,5,38.59399011856175,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
845,False,"{'a': 0.033, 'e': 0.00021390041536766149}",30,9,35.20623142890609,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
846,False,"{'a': 0.033, 'e': 0.00021177207067363092}",20,9,18.553554233105995,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,False,"{'a': 0.033, 'e': 0.0002096649033631454}",20,8,21.467298570817185,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.033, 'e': 0.00020757870271771752}",20,16,8.769818527102611,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
849,False,"{'a': 0.033, 'e': 0.00020551326011554428}",20,9,17.110581923265237,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,False,"{'a': 0.033, 'e': 0.00020346836901064417}",30,2,36.60795374144447,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
851,False,"{'a': 0.033, 'e': 0.0002014438249122027}",20,13,12.277643782312213,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.033, 'e': 0.00019943942536412282}",20,4,30.663318774468916,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
853,False,"{'a': 0.033, 'e': 0.00019745496992477945}",25,4,30.88915108535111,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
854,False,"{'a': 0.033, 'e': 0.0001954902601469746}",20,12,18.129611359146597,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.033, 'e': 0.00019354509955809383}",20,0,27.618990125273427,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
856,False,"{'a': 0.033, 'e': 0.00019161929364045703}",25,7,29.085219693024708,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.033, 'e': 0.00018971264981186754}",25,17,16.788564418576318,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.033, 'e': 0.00018782497740635362}",20,3,26.10324995291854,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
859,False,"{'a': 0.033, 'e': 0.0001859560876551017}",25,12,18.318558573812698,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
860,False,"{'a': 0.033, 'e': 0.0001841057936675792}",30,8,36.00871297842956,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.033, 'e': 0.00018227391041284545}",20,6,23.199309941508126,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.033, 'e': 0.0001804602547010481}",20,0,27.15201206138678,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
863,False,"{'a': 0.033, 'e': 0.00017866464516510524}",20,0,31.422753358511862,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
864,False,"{'a': 0.033, 'e': 0.0001768869022425666}",20,9,21.644456273992553,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.033, 'e': 0.00017512684815765842}",20,9,24.689453786381385,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.033, 'e': 0.00017338430690350557}",20,8,19.795071128753385,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
867,False,"{'a': 0.033, 'e': 0.00017165910422453046}",20,0,34.557887377021615,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
868,False,"{'a': 0.033, 'e': 0.0001699510675990275}",30,9,34.47808073053369,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
869,False,"{'a': 0.033, 'e': 0.00016826002622191084}",20,0,30.017636635516663,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
870,False,"{'a': 0.033, 'e': 0.00016658581098763324}",20,8,19.35436115314195,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
871,False,"{'a': 0.033, 'e': 0.00016492825447327666}",25,18,12.183194968453494,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
872,False,"{'a': 0.033, 'e': 0.00016328719092180806}",20,7,16.710866665272356,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
873,False,"{'a': 0.033, 'e': 0.00016166245622550477}",25,0,33.11995721843029,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.033, 'e': 0.00016005388790954318}",20,2,26.55579123785086,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
875,False,"{'a': 0.033, 'e': 0.00015846132511575126}",25,0,41.97455523492415,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
876,False,"{'a': 0.033, 'e': 0.00015688460858652242}",25,17,12.926356315525762,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
877,False,"{'a': 0.033, 'e': 0.00015532358064888985}",30,12,30.03182499566958,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
878,False,"{'a': 0.033, 'e': 0.00015377808519875894}",20,8,15.653446101922272,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,False,"{'a': 0.033, 'e': 0.00015224796768529644}",20,15,8.63718346793853,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
880,False,"{'a': 0.033, 'e': 0.0001507330750954765}",20,8,21.956480764663688,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.033, 'e': 0.00014923325593877739}",20,2,28.051947961275733,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
882,False,"{'a': 0.033, 'e': 0.00014774836023203364}",25,14,19.85626479667411,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
883,False,"{'a': 0.033, 'e': 0.00014627823948443712}",25,0,36.88721380695013,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
884,False,"{'a': 0.033, 'e': 0.000144822746682688}",30,18,21.583262691148207,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
885,False,"{'a': 0.033, 'e': 0.00014338173627629318}",20,6,26.894234742261588,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
886,False,"{'a': 0.033, 'e': 0.00014195506416301115}",25,14,22.167288636283498,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
887,False,"{'a': 0.033, 'e': 0.00014054258767444143}",20,5,-17.065946766394354,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
888,False,"{'a': 0.033, 'e': 0.00013914416556175865}",20,9,20.105465339934188,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
889,False,"{'a': 0.033, 'e': 0.0001377596579815859}",20,12,14.364821684271838,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
890,False,"{'a': 0.033, 'e': 0.0001363889264820114}",25,0,36.369297621390025,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
891,False,"{'a': 0.033, 'e': 0.00013503183398874292}",35,1,30.4109319036203,"{0: 33, 1: 0, 2: 0, 3: 1, 4: 0}",1
892,False,"{'a': 0.033, 'e': 0.00013368824479140023}",25,10,25.101466402033626,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'a': 0.033, 'e': 0.0001323580245299439}",30,0,43.32366240511346,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
894,False,"{'a': 0.033, 'e': 0.00013104104018123928}",20,0,29.481240425814477,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
895,False,"{'a': 0.033, 'e': 0.0001297371600457538}",20,10,16.881708328646546,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
896,False,"{'a': 0.033, 'e': 0.0001284462537343878}",30,17,18.188920507191202,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
897,False,"{'a': 0.033, 'e': 0.0001271681921554341}",20,6,21.002542060830546,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.033, 'e': 0.00012590284750166984}",25,0,29.18874551142952,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
899,False,"{'a': 0.033, 'e': 0.0001246500932375751}",20,13,14.323165796175353,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.033, 'e': 0.00012340980408667956}",25,5,32.22140972904464,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.033, 'e': 0.0001221818560190345}",25,11,22.22031769647256,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
902,False,"{'a': 0.033, 'e': 0.00012096612623880994}",20,3,24.24528991297388,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.033, 'e': 0.00011976249317201468}",20,10,18.057198783860727,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
904,False,"{'a': 0.033, 'e': 0.00011857083645433882}",25,18,12.02197573773441,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
